config,run,stream,window_index,window_start_s,mean_IAT,IAT_variance,mean_frame_size,burst_length,count,phase_offset_mean_us,phase_offset_std_us,gate_util,queue_depth_max,drops,sync_event_interval_mean_us,sync_event_interval_var,gm_rate_ratio_mean,gm_rate_ratio_std,pdelay_mean_us,label
BenignDiverse_gPTP_Working,0,attackNode,13,0.13,,,,0,0,59.549624245505264,51.14317381104947,0.24999999999997224,62.0,0,,,,,,0
BenignDiverse_gPTP_Working,0,attackNode,14,0.14,,,,0,0,55.862370781860996,49.66521272826106,0.250000000000025,65.0,0,,,0.6533333333333333,0.0,,0
GateBoundaryProximityAttack_gPTP,0,av1,0,0.0,9e-05,1.396471836198659e-37,500.0,1,110,40.4486219081272,46.62973999112827,0.2500000000000001,4.0,0,,,,,0.5000000000000001,10
GateBoundaryProximityAttack_gPTP,0,av1,1,0.01,9e-05,4.781306424180024e-37,500.0,1,112,43.44642857142851,44.706974623796626,0.24999999999999986,3.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av1,2,0.02,8.999999999999999e-05,6.264492729866738e-37,500.0,1,111,44.17421052631575,45.14395810203693,0.2500000000000003,3.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av1,3,0.03,8.999999999999999e-05,1.5099033759165984e-36,500.0,1,111,44.03000000000004,45.509726472342365,0.25000000000000017,3.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av1,4,0.04,8.999999999999999e-05,1.2890398501841174e-36,500.0,1,111,44.056517857142964,45.405995459792926,0.25000000000000017,3.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av1,5,0.05,9.000000000000006e-05,1.7026569983740367e-36,500.0,1,111,44.559824561403694,45.7578791748152,0.25000000000000017,3.0,0,,,1.0,0.0,,10
GateBoundaryProximityAttack_gPTP,0,av1,6,0.06,8.999999999999999e-05,3.6627203967381106e-35,500.0,1,111,44.120714285713795,44.97425551001734,0.25000000000000033,3.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av1,7,0.07,9.000000000000006e-05,4.852572445366005e-35,500.0,1,111,44.835701754386534,45.29189735023878,0.25000000000000033,3.0,0,,,1.0,0.0,,10
GateBoundaryProximityAttack_gPTP,0,av1,8,0.08,9.000000000000006e-05,4.852572445366005e-35,500.0,1,111,43.58437499999965,44.74413148946637,0.25000000000000033,3.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av1,9,0.09,8.999999999999992e-05,4.85739128592744e-35,500.0,1,111,43.76214285714288,45.13184864598031,0.25000000000000033,3.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av1,10,0.1,8.999999999999999e-05,4.855046985113769e-35,500.0,1,112,44.974235807860445,46.64060351724491,0.24999999999999895,3.0,0,,,1.0,0.0,,10
GateBoundaryProximityAttack_gPTP,0,av1,11,0.11,9.000000000000006e-05,4.852572445366005e-35,500.0,1,111,43.65526785714238,44.930972517938976,0.25000000000000033,3.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av1,12,0.12,9.000000000000006e-05,9.446533780601613e-35,500.0,1,111,44.2465789473694,44.86465183013711,0.24999999999998612,3.0,0,,,1.0,0.0,,10
GateBoundaryProximityAttack_gPTP,0,av1,13,0.13,8.999999999999992e-05,1.4398695597570627e-34,500.0,1,111,44.30205357142849,45.051538252350774,0.24999999999997224,3.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av1,14,0.14,8.999999999999992e-05,1.4398695597570627e-34,500.0,1,111,44.303097345132706,44.88372326761459,0.250000000000025,3.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av2,0,0.0,9e-05,1.362297049014728e-37,500.0,1,110,52.2193733681462,52.41726079189636,0.2500000000000001,4.0,0,,,,,0.5000000000000001,10
GateBoundaryProximityAttack_gPTP,0,av2,1,0.01,9e-05,4.821350374228367e-37,500.0,1,111,59.21467836257309,52.188791673013476,0.24999999999999986,4.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av2,2,0.02,8.999999999999999e-05,6.264492729866738e-37,500.0,1,111,58.93,51.980785664136086,0.2500000000000003,4.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av2,3,0.03,9.000000000000002e-05,1.3864205865298024e-36,500.0,1,111,59.44777777777769,52.10070585950791,0.25000000000000017,4.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av2,4,0.04,8.999999999999999e-05,1.2890398501841174e-36,500.0,1,111,59.58146198830413,52.2622776232765,0.25000000000000017,4.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av2,5,0.05,8.999999999999999e-05,1.2776439434509919e-36,500.0,1,112,58.69014409221913,52.07229068798114,0.25000000000000017,4.0,0,,,1.0,0.0,,10
GateBoundaryProximityAttack_gPTP,0,av2,6,0.06,9.000000000000006e-05,3.7040821115571023e-35,500.0,1,111,59.243918128654705,52.216762175109174,0.25000000000000033,4.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av2,7,0.07,9.000000000000006e-05,4.852572445366005e-35,500.0,1,111,59.41127167630106,51.980638548264224,0.25000000000000033,4.0,0,,,1.0,0.0,,10
GateBoundaryProximityAttack_gPTP,0,av2,8,0.08,9.000000000000006e-05,4.852572445366005e-35,500.0,1,111,59.56602339181255,52.273103315005955,0.25000000000000033,4.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av2,9,0.09,9.000000000000006e-05,4.852572445366005e-35,500.0,1,111,59.39096209912529,52.269198436669676,0.25000000000000033,4.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av2,10,0.1,9.000000000000006e-05,4.852572445366005e-35,500.0,1,111,59.23867052023159,52.026392827977446,0.24999999999999895,4.0,0,,,1.0,0.0,,10
GateBoundaryProximityAttack_gPTP,0,av2,11,0.11,9.000000000000006e-05,4.852572445366005e-35,500.0,1,111,59.30239766081827,52.141234706302505,0.25000000000000033,4.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av2,12,0.12,9.000000000000006e-05,9.446533780601613e-35,500.0,1,111,59.06693641618576,51.94625854355667,0.24999999999998612,4.0,0,,,1.0,0.0,,10
GateBoundaryProximityAttack_gPTP,0,av2,13,0.13,9.000000000000018e-05,1.4032463714901495e-34,500.0,1,111,59.581461988304454,52.262277623277576,0.24999999999997224,4.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,av2,14,0.14,8.999999999999999e-05,1.4309612166651108e-34,500.0,1,112,58.886976744185596,52.255691415326666,0.250000000000025,4.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,0,0.0,0.0004999999999999999,2.0945796999739823e-37,64.0,1,20,51.98715935334872,50.71839723482452,0.2500000000000001,31.0,0,,,,,0.5000000000000001,10
GateBoundaryProximityAttack_gPTP,0,radarNode,1,0.01,0.0005,9.502943804542282e-37,64.0,1,20,57.17195822454312,50.26962750306269,0.24999999999999986,54.0,0,,,,,,10
