window_id,t_start_s,t_end_s,label,config,mean_IAT_us,IAT_variance_us2,mean_frame_size_B,burst_length,frame_count,phase_offset_mean_us,phase_offset_std_us,gate_drop_rate,meter_red_rate,queue_depth_max,sync_interval_mean,sync_interval_var,correction_field_delta,announce_rate,source_count
6,0.06,0.07,0,General,0.35294250781915465,-0.5451135578947498,0.0,0.0,0.0,0.8919180454068274,0.39932942075035804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.07,0.08,0,General,-0.044770068073590706,-0.024962681453907568,0.0,0.0,0.0,0.08132475339162006,-0.25015444305526524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.08,0.09,0,General,-0.44248264396614956,0.5437543595430852,0.0,0.0,0.0,-0.6480633318145178,-0.8303206084993652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.09,0.1,0,General,-0.8401952198587084,1.2087989118123215,0.0,0.0,0.0,-1.3774514170205023,-1.3654672836320212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.1,0.11,0,General,0.557366771827715,-0.8603190853472279,0.0,0.0,0.0,1.5843504676319353,0.8449947860818204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.11,0.12,0,General,0.15965419593528052,-0.26661462936895364,0.0,0.0,0.0,0.5675834768563958,0.1613844821602251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.12,0.13,0,General,-0.2380583799566566,0.25439364975551804,0.0,0.0,0.0,-0.16180460834820798,-0.4485146493478911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.13,0.14,0,General,-0.6357709558492777,0.8717294401619158,0.0,0.0,0.0,-0.8911926935528117,-1.013729144076955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.14,0.15,0,General,-0.9744644186792443,-1.6324914957217127,0.0,0.0,1.5811388300841895,-1.2122884316680662,1.9320717519061275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.01,3,LowAndSlowDriftAttack,-168.25950991163015,-62.30015214485291,-91.71282051282049,6.0,132.81566172707193,-127.50237880633473,88.80005716583523,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
1,0.01,0.02,3,LowAndSlowDriftAttack,-166.38286246439597,-62.167231941984056,-85.91919191919192,6.0,137.5590782173245,-111.00972632311837,101.9374522995235,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
2,0.02,0.03,3,LowAndSlowDriftAttack,-159.87598834357937,-62.252412555923414,-79.52083333333331,6.0,128.07224523681936,-103.35892074696937,87.30650118686471,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0
3,0.03,0.04,3,LowAndSlowDriftAttack,-161.86003097321642,-62.342149150163735,-81.36787564766837,6.0,129.65338406690356,-109.49661499675233,86.87570552513884,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0
4,0.04,0.05,3,LowAndSlowDriftAttack,-161.40067294806028,-62.457440679079305,-79.10880829015542,6.0,129.65338406690356,-100.229743153468,91.23416821213884,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0
5,0.05,0.06,3,LowAndSlowDriftAttack,-161.40067294806028,-62.45744067907878,-79.10880829015542,6.0,129.65338406690356,-110.95980528779614,87.10664000259953,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0
6,0.06,0.07,3,LowAndSlowDriftAttack,-161.785246927588,-62.51496442031622,-78.70103092783506,6.0,131.23452289698773,-111.74634099376077,89.20819516464738,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0
7,0.07,0.08,3,LowAndSlowDriftAttack,-161.06526867572393,-62.49449965461191,-79.10880829015542,6.0,129.65338406690356,-102.66839363854106,89.55177238339226,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0
8,0.08,0.09,3,LowAndSlowDriftAttack,-161.86003097321642,-62.34214915016286,-81.36787564766837,6.0,129.65338406690356,-107.05796451167696,87.85651342563163,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0
9,0.09,0.1,3,LowAndSlowDriftAttack,-161.78524692758813,-62.51496442031662,-78.70103092783506,6.0,131.23452289698773,-111.74634099376124,90.03831876061452,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0
10,0.1,0.11,3,LowAndSlowDriftAttack,-161.0652686757242,-62.49449965461165,-79.10880829015542,6.0,129.65338406690356,-100.71747325048163,89.80859239396926,0.0,0.0,594.0,0.0,0.0,0.0,0.0,0.0
11,0.11,0.12,3,LowAndSlowDriftAttack,-161.0652686757242,-62.49449965461169,-79.10880829015542,6.0,129.65338406690356,-101.69293344451211,90.19022433670884,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0
12,0.12,0.13,3,LowAndSlowDriftAttack,-161.86003097321642,-62.342149150162726,-81.36787564766837,6.0,129.65338406690356,-109.49661499675616,87.0631752207458,0.0,0.0,719.0,0.0,0.0,0.0,0.0,0.0
13,0.13,0.14,3,LowAndSlowDriftAttack,-161.40067294806028,-62.45744067907947,-79.10880829015542,6.0,129.65338406690356,-104.13158392959716,89.2390693967017,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0
14,0.14,0.15,3,LowAndSlowDriftAttack,-161.78524692758816,-62.51496442031706,-78.70103092783506,6.0,131.23452289698773,-100.58637243369797,94.23940626378118,0.0,0.0,842.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.01,-1,QueueBuildingAttack,-146.09942870602188,-63.151882419429164,-72.89325842696627,5.0,105.9363016156407,-34.896270524621876,71.60742587012899,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0
1,0.01,0.02,-1,QueueBuildingAttack,-144.39805113647316,-64.39805714745121,-74.34444444444443,5.0,109.09857927580909,-36.13905020582357,73.15630995646855,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0
2,0.02,0.03,-1,QueueBuildingAttack,-144.39805113647316,-63.85324054420941,-74.34444444444443,5.0,109.09857927580909,-38.26565410704012,71.72909019046315,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0
3,0.03,0.04,-1,QueueBuildingAttack,-144.39805113647324,-63.85324054420969,-74.34444444444443,5.0,109.09857927580909,-39.31156420397174,71.82592713468752,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0
4,0.04,0.05,-1,QueueBuildingAttack,-144.39805113647324,-64.39805714745113,-74.34444444444443,5.0,109.09857927580909,-37.18496030275596,72.93629043053767,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0
5,0.05,0.06,-1,QueueBuildingAttack,-144.39805113647307,-63.8532405442093,-74.34444444444443,5.0,109.09857927580909,-39.86930295978956,71.16091370914474,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0
6,0.06,0.07,-1,QueueBuildingAttack,-145.25053360082245,-63.66674606315472,-76.76666666666665,5.0,109.09857927580909,-38.78860915550647,71.3916283070273,0.0,0.0,518.0,0.0,0.0,0.0,0.0,0.0
7,0.07,0.08,-1,QueueBuildingAttack,-145.25053360082208,-63.757870989190764,-74.34444444444443,5.0,109.09857927580909,-37.184960302754426,72.1716806412103,0.0,0.0,591.0,0.0,0.0,0.0,0.0,0.0
8,0.08,0.09,-1,QueueBuildingAttack,-144.39805113647324,-63.405899998212035,-71.92222222222222,5.0,109.09857927580909,-39.311564203970974,71.70228081274534,0.0,0.0,664.0,0.0,0.0,0.0,0.0,0.0
9,0.09,0.1,-1,QueueBuildingAttack,-145.25053360082245,-63.66674606315541,-76.76666666666665,5.0,109.09857927580909,-39.83451925243962,71.48769733140824,0.0,0.0,737.0,0.0,0.0,0.0,0.0,0.0
10,0.1,0.11,-1,QueueBuildingAttack,-145.25053360082245,-63.757870989190096,-74.34444444444443,5.0,109.09857927580909,-41.438168105187216,71.56639108045232,0.0,0.0,811.0,0.0,0.0,0.0,0.0,0.0
11,0.11,0.12,-1,QueueBuildingAttack,-143.88554889006647,-62.98672508387234,-74.92178770949721,5.0,107.5174404457249,-41.38085640243707,71.35551867698557,0.0,0.0,884.0,0.0,0.0,0.0,0.0,0.0
12,0.12,0.13,-1,QueueBuildingAttack,-145.26177620213002,-63.22015174443349,-74.50555555555553,5.0,109.09857927580909,-38.92774398491923,70.5499845422474,0.0,0.0,956.0,0.0,0.0,0.0,0.0,0.0
13,0.13,0.14,-1,QueueBuildingAttack,-145.31847801741895,-63.20934628686086,-74.50555555555553,5.0,109.09857927580909,-41.298133697151805,70.43444443837787,0.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0
14,0.14,0.15,-1,QueueBuildingAttack,-145.26177620212962,-62.63017492809693,-74.34444444444443,5.0,109.09857927580909,-40.34398062132682,70.0102060008778,0.0,0.0,1102.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.01,4,ScheduleAwareBurstAttack,-168.25950991163015,-62.30015214485291,-91.71282051282049,6.0,132.81566172707193,-127.50237880633473,88.80005716583523,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
