config,run,stream,window_index,window_start_s,mean_IAT,IAT_variance,mean_frame_size,burst_length,count,label
BenignDiverse,8,av1,6,0.06,8.997674869999998e-05,1.1686905197952643e-12,500.0,1,111,0
BenignDiverse,8,av1,7,0.07,8.998774213636356e-05,1.3190000433952219e-12,500.0,1,111,0
BenignDiverse,8,av1,8,0.08,8.997561847272729e-05,1.3222330612269358e-12,500.0,1,111,0
BenignDiverse,8,av1,9,0.09,9.001796745454546e-05,1.42093934411516e-12,500.0,1,111,0
BenignDiverse,8,av1,10,0.1,8.985015877477478e-05,1.3275035997773162e-12,500.0,1,112,0
BenignDiverse,8,av1,11,0.11,8.984344696363636e-05,1.2580439824548948e-12,500.0,1,111,0
BenignDiverse,8,av1,12,0.12,9.003493656363631e-05,1.2028452304396933e-12,500.0,1,111,0
BenignDiverse,8,av1,13,0.13,9.017684613636365e-05,1.4107096500827277e-12,500.0,1,111,0
BenignDiverse,8,av2,0,0.0,8.989414524770642e-05,1.1979725804027242e-12,500.0,1,110,0
BenignDiverse,8,av2,1,0.01,8.996606372727274e-05,1.1875090431855412e-12,500.0,1,111,0
BenignDiverse,8,av2,2,0.02,9.00408079909091e-05,1.4257685998103546e-12,500.0,1,111,0
BenignDiverse,8,av2,3,0.03,8.98698962612613e-05,1.3382516794479305e-12,500.0,1,112,0
BenignDiverse,8,av2,4,0.04,8.989696892727273e-05,1.2733662880426462e-12,500.0,1,111,0
BenignDiverse,8,av2,5,0.05,9.008659134545457e-05,1.4086435284375392e-12,500.0,1,111,0
BenignDiverse,8,av2,6,0.06,9.005653074545451e-05,1.3678099911770495e-12,500.0,1,111,0
BenignDiverse,8,av2,7,0.07,9.005974410909093e-05,1.5851558824664264e-12,500.0,1,111,0
BenignDiverse,8,av2,8,0.08,9.005211532727267e-05,1.3739558680651148e-12,500.0,1,111,0
BenignDiverse,8,av2,9,0.09,8.979346683636363e-05,1.336131824232424e-12,500.0,1,111,0
BenignDiverse,8,av2,10,0.1,8.995656190090083e-05,1.165787975066403e-12,500.0,1,112,0
BenignDiverse,8,av2,11,0.11,9.003319089090911e-05,1.3856049392270102e-12,500.0,1,111,0
BenignDiverse,8,av2,12,0.12,9.012628647272733e-05,1.5190174518140308e-12,500.0,1,111,0
BenignDiverse,8,av2,13,0.13,8.997997810909108e-05,1.3667241534517276e-12,500.0,1,111,0
BenignDiverse,8,radarNode,0,0.0,0.000500479349368421,6.19156398751016e-12,64.0,1,20,0
BenignDiverse,8,radarNode,1,0.01,0.0005013420282105263,6.2580442816465545e-12,64.0,1,20,0
BenignDiverse,8,radarNode,2,0.02,0.0004999146824736842,7.603584566135668e-12,64.0,1,20,0
BenignDiverse,8,radarNode,3,0.03,0.0005013784090526315,8.689546543351487e-12,64.0,1,20,0
BenignDiverse,8,radarNode,4,0.04,0.0004993484187894734,9.707520011491575e-12,64.0,1,20,0
BenignDiverse,8,radarNode,5,0.05,0.0004996910384736842,6.917721477115732e-12,64.0,1,20,0
BenignDiverse,8,radarNode,6,0.06,0.0004992258838947371,9.933459637531635e-12,64.0,1,20,0
BenignDiverse,8,radarNode,7,0.07,0.0005006775343684214,8.627117457246694e-12,64.0,1,20,0
BenignDiverse,8,radarNode,8,0.08,0.0005002190121052625,7.356991551141772e-12,64.0,1,20,0
BenignDiverse,8,radarNode,9,0.09,0.0004988020353157889,6.948610949589887e-12,64.0,1,20,0
BenignDiverse,8,radarNode,10,0.1,0.000499905931526316,9.25394337518311e-12,64.0,1,20,0
BenignDiverse,8,radarNode,11,0.11,0.0004995402573157894,1.228521351665242e-11,64.0,1,20,0
BenignDiverse,8,radarNode,12,0.12,0.0005004988151578949,6.220269683050387e-12,64.0,1,20,0
BenignDiverse,8,radarNode,13,0.13,0.0005002765547368425,9.910641818457308e-12,64.0,1,20,0
BenignDiverse,8,zonalHost,0,0.0,0.000500334587368421,7.554645691284327e-12,20.0,1,20,0
BenignDiverse,8,zonalHost,1,0.01,0.0005002046212631579,1.0728807104362408e-11,20.0,1,20,0
BenignDiverse,8,zonalHost,2,0.02,0.0005004992936315789,5.146794369690067e-12,20.0,1,20,0
BenignDiverse,8,zonalHost,3,0.03,0.0004995724224210527,1.1189175559777145e-11,20.0,1,20,0
BenignDiverse,8,zonalHost,4,0.04,0.0005010160511578947,7.895451257460915e-12,20.0,1,20,0
BenignDiverse,8,zonalHost,5,0.05,0.0005005317004736842,7.673411440051307e-12,20.0,1,20,0
BenignDiverse,8,zonalHost,6,0.06,0.0005004186836315793,9.347280494149879e-12,20.0,1,20,0
BenignDiverse,8,zonalHost,7,0.07,0.000499475111842105,6.553821634733941e-12,20.0,1,20,0
BenignDiverse,8,zonalHost,8,0.08,0.0004996158629999997,9.355068769164851e-12,20.0,1,20,0
BenignDiverse,8,zonalHost,9,0.09,0.0005010784631578942,7.407631114820706e-12,20.0,1,20,0
BenignDiverse,8,zonalHost,10,0.1,0.0004992214998947367,8.417325616071233e-12,20.0,1,20,0
BenignDiverse,8,zonalHost,11,0.11,0.0005000306408947372,9.809904032218558e-12,20.0,1,20,0
BenignDiverse,8,zonalHost,12,0.12,0.0004999566197368418,1.0321612199398273e-11,20.0,1,20,0
BenignDiverse,8,zonalHost,13,0.13,0.0005002742431578953,8.802291493394235e-12,20.0,1,20,0
BenignDiverse,8,attackNode,0,0.0,,,,0,0,0
BenignDiverse,8,attackNode,1,0.01,,,,0,0,0
BenignDiverse,8,attackNode,2,0.02,,,,0,0,0
BenignDiverse,8,attackNode,3,0.03,,,,0,0,0
BenignDiverse,8,attackNode,4,0.04,,,,0,0,0
BenignDiverse,8,attackNode,5,0.05,,,,0,0,0
BenignDiverse,8,attackNode,6,0.06,,,,0,0,0
BenignDiverse,8,attackNode,7,0.07,,,,0,0,0
BenignDiverse,8,attackNode,8,0.08,,,,0,0,0
BenignDiverse,8,attackNode,9,0.09,,,,0,0,0
BenignDiverse,8,attackNode,10,0.1,,,,0,0,0
BenignDiverse,8,attackNode,11,0.11,,,,0,0,0
BenignDiverse,8,attackNode,12,0.12,,,,0,0,0
BenignDiverse,8,attackNode,13,0.13,,,,0,0,0
BenignDiverse,9,av1,0,0.0,8.993097922727273e-05,1.2815014326042849e-12,500.0,1,111,0
BenignDiverse,9,av1,1,0.01,9.002179361818182e-05,1.4711665082457904e-12,500.0,1,111,0
BenignDiverse,9,av1,2,0.02,9.013535052727274e-05,1.045938765103713e-12,500.0,1,111,0
BenignDiverse,9,av1,3,0.03,8.991524079999996e-05,1.3170889563738816e-12,500.0,1,111,0
BenignDiverse,9,av1,4,0.04,8.993574873636364e-05,1.2880412496413594e-12,500.0,1,111,0
BenignDiverse,9,av1,5,0.05,9.004622138181818e-05,1.0995511834451735e-12,500.0,1,111,0
BenignDiverse,9,av1,6,0.06,9.001924023636365e-05,1.1460544738116572e-12,500.0,1,111,0
BenignDiverse,9,av1,7,0.07,9.01255708818182e-05,1.3816400945429599e-12,500.0,1,111,0
BenignDiverse,9,av1,8,0.08,9.004138084545459e-05,1.2823616069852116e-12,500.0,1,111,0
BenignDiverse,9,av1,9,0.09,8.986357746363637e-05,1.3543494314899947e-12,500.0,1,111,0
BenignDiverse,9,av1,10,0.1,8.983773381981986e-05,1.4345138306041582e-12,500.0,1,112,0
BenignDiverse,9,av1,11,0.11,9.003928025454542e-05,1.4411150919489152e-12,500.0,1,111,0
BenignDiverse,9,av1,12,0.12,8.984986126363647e-05,1.376647952884906e-12,500.0,1,111,0
BenignDiverse,9,av1,13,0.13,8.995601935454537e-05,1.40143100110612e-12,500.0,1,111,0
BenignDiverse,9,av2,0,0.0,8.997976612844037e-05,1.7095254929839527e-12,500.0,1,110,0
BenignDiverse,9,av2,1,0.01,8.982166691818182e-05,1.3046947756392037e-12,500.0,1,111,0
BenignDiverse,9,av2,2,0.02,8.996734336036037e-05,1.5355254678031428e-12,500.0,1,112,0
BenignDiverse,9,av2,3,0.03,9.004515550000003e-05,1.534490977235378e-12,500.0,1,111,0
BenignDiverse,9,av2,4,0.04,8.984522325454548e-05,1.4937552263594479e-12,500.0,1,111,0
BenignDiverse,9,av2,5,0.05,8.985692250909086e-05,1.3034577871023977e-12,500.0,1,111,0
BenignDiverse,9,av2,6,0.06,9.012185158181815e-05,1.331133696017221e-12,500.0,1,111,0
BenignDiverse,9,av2,7,0.07,8.99851495181818e-05,1.3131538025722416e-12,500.0,1,111,0
BenignDiverse,9,av2,8,0.08,9.00630744e-05,1.2560042791395193e-12,500.0,1,111,0
BenignDiverse,9,av2,9,0.09,8.995932840000006e-05,1.3304733223222798e-12,500.0,1,111,0
BenignDiverse,9,av2,10,0.1,8.99415087477478e-05,1.3058164047391479e-12,500.0,1,112,0
BenignDiverse,9,av2,11,0.11,8.994425702727271e-05,1.4418053534997327e-12,500.0,1,111,0
BenignDiverse,9,av2,12,0.12,9.001616808181812e-05,1.308371845514703e-12,500.0,1,111,0
BenignDiverse,9,av2,13,0.13,9.022066178181817e-05,1.2780192565040788e-12,500.0,1,111,0
BenignDiverse,9,radarNode,0,0.0,0.0005000096245789474,9.40924547614109e-12,64.0,1,20,0
BenignDiverse,9,radarNode,1,0.01,0.0005003423142631579,8.261556510797904e-12,64.0,1,20,0
BenignDiverse,9,radarNode,2,0.02,0.0004996783352631578,8.973899600476084e-12,64.0,1,20,0
BenignDiverse,9,radarNode,3,0.03,0.0005003786413157893,9.586096752434607e-12,64.0,1,20,0
BenignDiverse,9,radarNode,4,0.04,0.0004995388900526314,1.1306527476520901e-11,64.0,1,20,0
BenignDiverse,9,radarNode,5,0.05,0.0004993443435263159,3.413173681615682e-12,64.0,1,20,0
BenignDiverse,9,radarNode,6,0.06,0.0004995929271578948,9.255139120075272e-12,64.0,1,20,0
BenignDiverse,9,radarNode,7,0.07,0.0005000792162631577,9.413284524438761e-12,64.0,1,20,0
BenignDiverse,9,radarNode,8,0.08,0.0005004827179999995,9.763279254182849e-12,64.0,1,20,0
BenignDiverse,9,radarNode,9,0.09,0.0005003544004736845,8.251967407280676e-12,64.0,1,20,0
BenignDiverse,9,radarNode,10,0.1,0.0005002362675789476,9.68859461680941e-12,64.0,1,20,0
BenignDiverse,9,radarNode,11,0.11,0.000500694281315789,8.49747448538737e-12,64.0,1,20,0
BenignDiverse,9,radarNode,12,0.12,0.0004986106726842104,5.4104451384575555e-12,64.0,1,20,0
BenignDiverse,9,radarNode,13,0.13,0.0005002801331578946,6.205911723053678e-12,64.0,1,20,0
BenignDiverse,9,zonalHost,0,0.0,0.0005001983583157895,9.0864464931945e-12,20.0,1,20,0
BenignDiverse,9,zonalHost,1,0.01,0.00049961584835,9.394699518444804e-12,20.0,1,21,0
BenignDiverse,9,zonalHost,2,0.02,0.0005001509020555556,9.402584172712656e-12,20.0,1,19,0
BenignDiverse,9,zonalHost,3,0.03,0.00049947577905,9.877333334221224e-12,20.0,1,21,0
BenignDiverse,9,zonalHost,4,0.04,0.0005003503516111111,8.259458631505742e-12,20.0,1,19,0
BenignDiverse,9,zonalHost,5,0.05,0.0004989091681999999,4.996160026348566e-12,20.0,1,21,0
BenignDiverse,9,zonalHost,6,0.06,0.0004994726028947368,7.811869990776337e-12,20.0,1,20,0
BenignDiverse,9,zonalHost,7,0.07,0.0004997121869473685,1.0390861554192313e-11,20.0,1,20,0
BenignDiverse,9,zonalHost,8,0.08,0.0004998638609473684,1.0134167275713483e-11,20.0,1,20,0
BenignDiverse,9,zonalHost,9,0.09,0.0004998842790526313,8.707136790318547e-12,20.0,1,20,0
BenignDiverse,9,zonalHost,10,0.1,0.000501376122473684,6.099419792398588e-12,20.0,1,20,0
BenignDiverse,9,zonalHost,11,0.11,0.0005003128945789473,7.400532424931521e-12,20.0,1,20,0
BenignDiverse,9,zonalHost,12,0.12,0.000499577188947369,5.502319884499926e-12,20.0,1,20,0
BenignDiverse,9,zonalHost,13,0.13,0.0004997087196842106,1.0254782947075907e-11,20.0,1,20,0
BenignDiverse,9,attackNode,0,0.0,,,,0,0,0
BenignDiverse,9,attackNode,1,0.01,,,,0,0,0
BenignDiverse,9,attackNode,2,0.02,,,,0,0,0
BenignDiverse,9,attackNode,3,0.03,,,,0,0,0
BenignDiverse,9,attackNode,4,0.04,,,,0,0,0
BenignDiverse,9,attackNode,5,0.05,,,,0,0,0
BenignDiverse,9,attackNode,6,0.06,,,,0,0,0
BenignDiverse,9,attackNode,7,0.07,,,,0,0,0
BenignDiverse,9,attackNode,8,0.08,,,,0,0,0
BenignDiverse,9,attackNode,9,0.09,,,,0,0,0
BenignDiverse,9,attackNode,10,0.1,,,,0,0,0
BenignDiverse,9,attackNode,11,0.11,,,,0,0,0
BenignDiverse,9,attackNode,12,0.12,,,,0,0,0
BenignDiverse,9,attackNode,13,0.13,,,,0,0,0
BenignDiverse,10,av1,0,0.0,8.985538044545454e-05,1.2563700604413838e-12,500.0,1,111,0
BenignDiverse,10,av1,1,0.01,8.99156131181818e-05,1.2292924643676461e-12,500.0,1,111,0
BenignDiverse,10,av1,2,0.02,8.986775782727272e-05,1.5463717537150782e-12,500.0,1,111,0
BenignDiverse,10,av1,3,0.03,9.024474830000002e-05,1.3724855500018155e-12,500.0,1,111,0
BenignDiverse,10,av1,4,0.04,8.995628286363637e-05,1.4091721749785103e-12,500.0,1,111,0
BenignDiverse,10,av1,5,0.05,9.015160131818186e-05,1.37650169522683e-12,500.0,1,111,0
BenignDiverse,10,av1,6,0.06,9.027401178181817e-05,1.367959040321482e-12,500.0,1,111,0
BenignDiverse,10,av1,7,0.07,9.006503910000004e-05,1.2830093184185118e-12,500.0,1,111,0
BenignDiverse,10,av1,8,0.08,9.008569781818175e-05,1.5605037820596879e-12,500.0,1,111,0
BenignDiverse,10,av1,9,0.09,9.01845786454545e-05,1.3298836941226183e-12,500.0,1,111,0
BenignDiverse,10,av1,10,0.1,8.993125975454557e-05,1.330209822922369e-12,500.0,1,111,0
BenignDiverse,10,av1,11,0.11,9.011118679090917e-05,1.2242754720523059e-12,500.0,1,111,0
BenignDiverse,10,av1,12,0.12,9.014074519999999e-05,1.2648271919538425e-12,500.0,1,111,0
BenignDiverse,10,av1,13,0.13,8.991024945454552e-05,1.545736244980174e-12,500.0,1,111,0
BenignDiverse,10,av2,0,0.0,8.975564447706423e-05,1.2190631960702809e-12,500.0,1,110,0
BenignDiverse,10,av2,1,0.01,8.988449627027026e-05,1.3461224199816625e-12,500.0,1,112,0
BenignDiverse,10,av2,2,0.02,9.00226441909091e-05,1.1236494407021755e-12,500.0,1,111,0
BenignDiverse,10,av2,3,0.03,8.987991649999998e-05,1.4607071610269914e-12,500.0,1,111,0
BenignDiverse,10,av2,4,0.04,8.969578590909089e-05,1.3126479678623404e-12,500.0,1,111,0
BenignDiverse,10,av2,5,0.05,8.994748627027024e-05,1.2408160025326488e-12,500.0,1,112,0
BenignDiverse,10,av2,6,0.06,9.003581225454543e-05,1.3094650351312676e-12,500.0,1,111,0
BenignDiverse,10,av2,7,0.07,8.977223428181828e-05,1.252529258381031e-12,500.0,1,111,0
BenignDiverse,10,av2,8,0.08,8.992162973636369e-05,1.449118358460034e-12,500.0,1,111,0
BenignDiverse,10,av2,9,0.09,9.001502655454541e-05,1.4737472004484469e-12,500.0,1,111,0
BenignDiverse,10,av2,10,0.1,8.988899449549552e-05,1.3812490625984903e-12,500.0,1,112,0
BenignDiverse,10,av2,11,0.11,8.979320082727275e-05,1.11523375261943e-12,500.0,1,111,0
BenignDiverse,10,av2,12,0.12,8.994548040000007e-05,1.4406420005411588e-12,500.0,1,111,0
BenignDiverse,10,av2,13,0.13,9.013000857272726e-05,1.4631347596397863e-12,500.0,1,111,0
BenignDiverse,10,radarNode,0,0.0,0.0005003619472105263,8.192387733324113e-12,64.0,1,20,0
BenignDiverse,10,radarNode,1,0.01,0.0004996541972631578,7.88249317381688e-12,64.0,1,20,0
BenignDiverse,10,radarNode,2,0.02,0.0004997274988947368,9.800280805508407e-12,64.0,1,20,0
BenignDiverse,10,radarNode,3,0.03,0.0005002254020526315,6.5117202742501145e-12,64.0,1,20,0
BenignDiverse,10,radarNode,4,0.04,0.0005001072101578947,9.147560055664448e-12,64.0,1,20,0
BenignDiverse,10,radarNode,5,0.05,0.0005014002090526317,7.027333345160963e-12,64.0,1,20,0
BenignDiverse,10,radarNode,6,0.06,0.0004991787064736843,1.000380866559956e-11,64.0,1,20,0
BenignDiverse,10,radarNode,7,0.07,0.0004999088754736847,9.166518665365134e-12,64.0,1,20,0
BenignDiverse,10,radarNode,8,0.08,0.0005006004028421056,1.0384200012130064e-11,64.0,1,20,0
BenignDiverse,10,radarNode,9,0.09,0.0005006935686315784,1.1198042847457575e-11,64.0,1,20,0
BenignDiverse,10,radarNode,10,0.1,0.0004990333683684209,6.989622032718561e-12,64.0,1,20,0
BenignDiverse,10,radarNode,11,0.11,0.0005005658931052634,5.099548737567013e-12,64.0,1,20,0
BenignDiverse,10,radarNode,12,0.12,0.0005006801304210523,1.0852934873209348e-11,64.0,1,20,0
BenignDiverse,10,radarNode,13,0.13,0.0004998993555263156,9.189044781410047e-12,64.0,1,20,0
BenignDiverse,10,zonalHost,0,0.0,0.00049947134955,8.194282013304289e-12,20.0,1,21,0
BenignDiverse,10,zonalHost,1,0.01,0.0004998624689473685,7.249218872490095e-12,20.0,1,20,0
BenignDiverse,10,zonalHost,2,0.02,0.000499715667736842,6.628195856362115e-12,20.0,1,20,0
BenignDiverse,10,zonalHost,3,0.03,0.0004994356425789475,1.0820928803489354e-11,20.0,1,20,0
BenignDiverse,10,zonalHost,4,0.04,0.0005005708439473684,8.4223911218838e-12,20.0,1,20,0
BenignDiverse,10,zonalHost,5,0.05,0.0005009436002777776,8.821185586709564e-12,20.0,1,19,0
BenignDiverse,10,zonalHost,6,0.06,0.0004994138888947364,7.783433502230611e-12,20.0,1,20,0
BenignDiverse,10,zonalHost,7,0.07,0.0005004674722631577,6.989507577672799e-12,20.0,1,20,0
BenignDiverse,10,zonalHost,8,0.08,0.0004993726344999997,7.105624351885802e-12,20.0,1,21,0
BenignDiverse,10,zonalHost,9,0.09,0.0005002901258333334,8.38293300207372e-12,20.0,1,19,0
BenignDiverse,10,zonalHost,10,0.1,0.000500364087526316,9.641835799983904e-12,20.0,1,20,0
BenignDiverse,10,zonalHost,11,0.11,0.0004999990437368418,6.292376847911211e-12,20.0,1,20,0
BenignDiverse,10,zonalHost,12,0.12,0.0005011796882105273,1.1738964585163816e-11,20.0,1,20,0
BenignDiverse,10,zonalHost,13,0.13,0.0005004524201052641,8.203996739070765e-12,20.0,1,20,0
BenignDiverse,10,attackNode,0,0.0,,,,0,0,0
BenignDiverse,10,attackNode,1,0.01,,,,0,0,0
BenignDiverse,10,attackNode,2,0.02,,,,0,0,0
BenignDiverse,10,attackNode,3,0.03,,,,0,0,0
BenignDiverse,10,attackNode,4,0.04,,,,0,0,0
BenignDiverse,10,attackNode,5,0.05,,,,0,0,0
BenignDiverse,10,attackNode,6,0.06,,,,0,0,0
BenignDiverse,10,attackNode,7,0.07,,,,0,0,0
BenignDiverse,10,attackNode,8,0.08,,,,0,0,0
BenignDiverse,10,attackNode,9,0.09,,,,0,0,0
BenignDiverse,10,attackNode,10,0.1,,,,0,0,0
BenignDiverse,10,attackNode,11,0.11,,,,0,0,0
BenignDiverse,10,attackNode,12,0.12,,,,0,0,0
BenignDiverse,10,attackNode,13,0.13,,,,0,0,0
BenignDiverse,11,av1,0,0.0,9.005887168807339e-05,1.234517035972244e-12,500.0,1,110,0
BenignDiverse,11,av1,1,0.01,9.00555793153153e-05,1.392045856409267e-12,500.0,1,112,0
BenignDiverse,11,av1,2,0.02,8.994406207272731e-05,1.361654733940261e-12,500.0,1,111,0
BenignDiverse,11,av1,3,0.03,8.994993063636364e-05,1.2208165604719824e-12,500.0,1,111,0
BenignDiverse,11,av1,4,0.04,9.006691436363633e-05,1.3370542293749123e-12,500.0,1,111,0
BenignDiverse,11,av1,5,0.05,9.004979482727274e-05,1.4071808882894265e-12,500.0,1,111,0
BenignDiverse,11,av1,6,0.06,9.005068764545451e-05,1.2660723061630753e-12,500.0,1,111,0
BenignDiverse,11,av1,7,0.07,9.01269976636364e-05,1.1641705313361748e-12,500.0,1,111,0
BenignDiverse,11,av1,8,0.08,9.014010800000002e-05,1.364399138943769e-12,500.0,1,111,0
BenignDiverse,11,av1,9,0.09,9.019985040000006e-05,1.2675061357024054e-12,500.0,1,111,0
BenignDiverse,11,av1,10,0.1,9.007892562727281e-05,1.3317195197795317e-12,500.0,1,111,0
BenignDiverse,11,av1,11,0.11,8.988781804545459e-05,1.1356662255733648e-12,500.0,1,111,0
BenignDiverse,11,av1,12,0.12,9.013942887272742e-05,1.4509673604039717e-12,500.0,1,111,0
BenignDiverse,11,av1,13,0.13,8.989351059999989e-05,1.3028076120670366e-12,500.0,1,111,0
BenignDiverse,11,av2,0,0.0,9.004352855963302e-05,1.5036347923576376e-12,500.0,1,110,0
BenignDiverse,11,av2,1,0.01,8.987111297272728e-05,1.2468827878525587e-12,500.0,1,111,0
BenignDiverse,11,av2,2,0.02,9.004915701818183e-05,1.3454527870448577e-12,500.0,1,111,0
BenignDiverse,11,av2,3,0.03,9.006283516363639e-05,1.2985424686994703e-12,500.0,1,111,0
BenignDiverse,11,av2,4,0.04,8.990841538738736e-05,1.1515133643415661e-12,500.0,1,112,0
BenignDiverse,11,av2,5,0.05,9.010231894545456e-05,1.3213273747691652e-12,500.0,1,111,0
BenignDiverse,11,av2,6,0.06,8.991891293636363e-05,1.3788161597505542e-12,500.0,1,111,0
BenignDiverse,11,av2,7,0.07,8.997217109999998e-05,1.0104965362881497e-12,500.0,1,111,0
BenignDiverse,11,av2,8,0.08,8.987976263636356e-05,1.420955245712221e-12,500.0,1,111,0
BenignDiverse,11,av2,9,0.09,9.005426920000006e-05,1.2169173056992933e-12,500.0,1,111,0
BenignDiverse,11,av2,10,0.1,8.993356211818179e-05,1.440307132365977e-12,500.0,1,111,0
BenignDiverse,11,av2,11,0.11,8.992477939639638e-05,1.1920535103558798e-12,500.0,1,112,0
BenignDiverse,11,av2,12,0.12,8.999948496363624e-05,1.2854605685196841e-12,500.0,1,111,0
BenignDiverse,11,av2,13,0.13,9.007876841818187e-05,1.1719609532708221e-12,500.0,1,111,0
BenignDiverse,11,radarNode,0,0.0,0.0004993023117894737,9.09142642519513e-12,64.0,1,20,0
BenignDiverse,11,radarNode,1,0.01,0.000499899427736842,7.115928848582854e-12,64.0,1,20,0
BenignDiverse,11,radarNode,2,0.02,0.000499906955105263,1.1711637363216108e-11,64.0,1,20,0
BenignDiverse,11,radarNode,3,0.03,0.0004989630634210526,8.994636483231534e-12,64.0,1,20,0
BenignDiverse,11,radarNode,4,0.04,0.0004995808586315787,7.555895417476465e-12,64.0,1,20,0
BenignDiverse,11,radarNode,5,0.05,0.0005007610741578948,8.619642231463401e-12,64.0,1,20,0
BenignDiverse,11,radarNode,6,0.06,0.0004990041968421051,7.063841838757927e-12,64.0,1,20,0
BenignDiverse,11,radarNode,7,0.07,0.0005007858708947371,1.0682586776478067e-11,64.0,1,20,0
BenignDiverse,11,radarNode,8,0.08,0.0004998340500526319,6.380260528853116e-12,64.0,1,20,0
BenignDiverse,11,radarNode,9,0.09,0.0004999271938947367,5.692532342761956e-12,64.0,1,20,0
BenignDiverse,11,radarNode,10,0.1,0.0004999528442105262,7.981622898455773e-12,64.0,1,20,0
BenignDiverse,11,radarNode,11,0.11,0.0004997386289473681,1.2900008827916957e-11,64.0,1,20,0
BenignDiverse,11,radarNode,12,0.12,0.0005003650169999998,5.913757896848767e-12,64.0,1,20,0
BenignDiverse,11,radarNode,13,0.13,0.0005006309118947371,6.123506033108786e-12,64.0,1,20,0
BenignDiverse,11,zonalHost,0,0.0,0.0005009862569473684,6.753731743799648e-12,20.0,1,20,0
BenignDiverse,11,zonalHost,1,0.01,0.0004998921668947369,8.769847782433188e-12,20.0,1,20,0
BenignDiverse,11,zonalHost,2,0.02,0.0005008309357368421,5.933380126244363e-12,20.0,1,20,0
BenignDiverse,11,zonalHost,3,0.03,0.0005012794418947369,8.842091631654776e-12,20.0,1,20,0
BenignDiverse,11,zonalHost,4,0.04,0.0005007585286842107,9.422129290435897e-12,20.0,1,20,0
BenignDiverse,11,zonalHost,5,0.05,0.0004995985108421053,1.2399761495613057e-11,20.0,1,20,0
BenignDiverse,11,zonalHost,6,0.06,0.0004991217548421048,1.0685776461954353e-11,20.0,1,20,0
BenignDiverse,11,zonalHost,7,0.07,0.0004993201769999999,9.765599600759946e-12,20.0,1,20,0
BenignDiverse,11,zonalHost,8,0.08,0.0004990545077894737,6.623198918113895e-12,20.0,1,20,0
BenignDiverse,11,zonalHost,9,0.09,0.0005004504017368421,9.883170759905568e-12,20.0,1,20,0
BenignDiverse,11,zonalHost,10,0.1,0.0005011414307368419,9.976010219222404e-12,20.0,1,20,0
BenignDiverse,11,zonalHost,11,0.11,0.0005005981148421049,7.83437984925937e-12,20.0,1,20,0
BenignDiverse,11,zonalHost,12,0.12,0.0004992417216315787,7.692222303751758e-12,20.0,1,20,0
BenignDiverse,11,zonalHost,13,0.13,0.0005014701184736835,7.227240199479113e-12,20.0,1,20,0
BenignDiverse,11,attackNode,0,0.0,,,,0,0,0
BenignDiverse,11,attackNode,1,0.01,,,,0,0,0
BenignDiverse,11,attackNode,2,0.02,,,,0,0,0
BenignDiverse,11,attackNode,3,0.03,,,,0,0,0
BenignDiverse,11,attackNode,4,0.04,,,,0,0,0
BenignDiverse,11,attackNode,5,0.05,,,,0,0,0
BenignDiverse,11,attackNode,6,0.06,,,,0,0,0
BenignDiverse,11,attackNode,7,0.07,,,,0,0,0
BenignDiverse,11,attackNode,8,0.08,,,,0,0,0
BenignDiverse,11,attackNode,9,0.09,,,,0,0,0
BenignDiverse,11,attackNode,10,0.1,,,,0,0,0
BenignDiverse,11,attackNode,11,0.11,,,,0,0,0
BenignDiverse,11,attackNode,12,0.12,,,,0,0,0
BenignDiverse,11,attackNode,13,0.13,,,,0,0,0
BenignDiverse,12,av1,0,0.0,8.995838790909091e-05,1.4446953285265307e-12,500.0,1,111,0
BenignDiverse,12,av1,1,0.01,8.984759601818181e-05,1.2731144080051524e-12,500.0,1,111,0
BenignDiverse,12,av1,2,0.02,9.002653261818184e-05,1.4125943184858994e-12,500.0,1,111,0
BenignDiverse,12,av1,3,0.03,8.993708137272727e-05,1.3410727305234533e-12,500.0,1,111,0
BenignDiverse,12,av1,4,0.04,8.998742571818181e-05,1.306277590078405e-12,500.0,1,111,0
BenignDiverse,12,av1,5,0.05,9.004846892727273e-05,1.321246075715573e-12,500.0,1,111,0
BenignDiverse,12,av1,6,0.06,9.005231004545452e-05,1.381167591314527e-12,500.0,1,111,0
BenignDiverse,12,av1,7,0.07,9.004505051818177e-05,1.2370149257408346e-12,500.0,1,111,0
BenignDiverse,12,av1,8,0.08,9.012636916363637e-05,1.3285558076474449e-12,500.0,1,111,0
BenignDiverse,12,av1,9,0.09,8.992357814414418e-05,1.2518293570368575e-12,500.0,1,112,0
BenignDiverse,12,av1,10,0.1,9.008762189090915e-05,1.3422928371596577e-12,500.0,1,111,0
BenignDiverse,12,av1,11,0.11,8.99467765727273e-05,1.2418182644406857e-12,500.0,1,111,0
BenignDiverse,12,av1,12,0.12,8.993032624545445e-05,1.3270411423630564e-12,500.0,1,111,0
BenignDiverse,12,av1,13,0.13,8.989418328181822e-05,1.4263223550222427e-12,500.0,1,111,0
BenignDiverse,12,av2,0,0.0,8.989780962385321e-05,1.3090794084982658e-12,500.0,1,110,0
BenignDiverse,12,av2,1,0.01,8.999219705454545e-05,1.1928987828672625e-12,500.0,1,111,0
BenignDiverse,12,av2,2,0.02,8.996764265454544e-05,1.1802959467285786e-12,500.0,1,111,0
